,index,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
0,83966,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0000003,native cell,224,4.012898602651379
1,83967,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0000057,fibroblast,81,1.4510927982801862
2,83968,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0000077,mesothelial cell,1,0.017914725904693656
3,83969,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0000097,mast cell,1,0.017914725904693656
4,83970,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0000115,endothelial cell,83,1.4869222500895736
5,83971,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0000192,smooth muscle cell,198,3.5471157291293443
6,83972,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0000235,macrophage,218,3.9054102472232177
7,83973,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0000236,B cell,26,0.46578287352203507
8,83974,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0000451,dendritic cell,26,0.46578287352203507
9,83975,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0000576,monocyte,145,2.59763525618058
10,83976,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0000623,natural killer cell,324,5.804371193120745
11,83977,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0000669,pericyte,508,9.100680759584378
12,83978,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",173,3.099247581512003
13,83979,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0000814,mature NK T cell,92,1.6481547832318164
14,83980,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",45,0.8061626657112146
15,83981,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",42,0.7524184879971337
16,83982,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",104,1.8631314940881403
17,83983,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0001054,CD14-positive monocyte,95,1.7018989609458974
18,83984,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,1347,24.131135793622356
19,83985,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,3,0.05374417771408098
20,83986,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0002144,capillary endothelial cell,986,17.663919742027947
21,83987,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0002319,neural cell,4,0.07165890361877462
22,83988,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D7,seventh decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",368,6.592619132927266
