,index,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
0,84241,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0000003,native cell,203,5.795032829003711
1,84242,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0000057,fibroblast,243,6.936911218955181
2,84243,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0000077,mesothelial cell,21,0.5994861547245218
3,84244,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0000097,mast cell,6,0.17128175849272054
4,84245,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0000115,endothelial cell,114,3.25435341136169
5,84246,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0000192,smooth muscle cell,388,11.076220382529261
6,84247,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0000235,macrophage,145,4.1393091635740795
7,84248,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0000236,B cell,7,0.19982871824150727
8,84249,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0000451,dendritic cell,4,0.11418783899514702
9,84250,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0000576,monocyte,7,0.19982871824150727
10,84251,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0000623,natural killer cell,20,0.5709391949757351
11,84252,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0000669,pericyte,589,16.8141592920354
12,84253,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",25,0.7136739937196689
13,84254,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0000814,mature NK T cell,6,0.17128175849272054
14,84255,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",13,0.3711104767342278
15,84256,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",9,0.2569226377390808
16,84257,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",7,0.19982871824150727
17,84258,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0001054,CD14-positive monocyte,13,0.3711104767342278
18,84259,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0002129,regular atrial cardiac myocyte,859,24.52183842420782
19,84260,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0002144,capillary endothelial cell,498,14.216385954895806
20,84261,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0002319,neural cell,14,0.39965743648301455
21,84262,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",41,1.1704253497002568
22,84263,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:0002543,vein endothelial cell,93,2.6548672566371683
23,84264,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:1000309,epicardial adipocyte,12,0.3425635169854411
24,84265,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D3,sixth decade human stage,European,CL:1000413,endothelial cell of artery,166,4.738795318298601
