,index,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
0,82816,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000003,native cell,824,4.447082951049706
1,82817,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000057,fibroblast,1536,8.289708025257704
2,82818,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000097,mast cell,16,0.08635112526310108
3,82819,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000115,endothelial cell,1493,8.05763937611312
4,82820,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000192,smooth muscle cell,801,4.322953208483998
5,82821,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000235,macrophage,984,5.310594203680717
6,82822,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000236,B cell,35,0.18889308651303363
7,82823,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000451,dendritic cell,19,0.10254196124993255
8,82824,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000576,monocyte,121,0.6530303848022019
9,82825,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000623,natural killer cell,174,0.9390684872362243
10,82826,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000669,pericyte,3066,16.547034378541746
11,82827,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",34,0.1834961411840898
12,82828,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000814,mature NK T cell,59,0.31841977440768526
13,82829,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",76,0.4101678449997302
14,82830,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",73,0.3939770090128987
15,82831,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",141,0.7609692913810784
16,82832,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0001054,CD14-positive monocyte,123,0.6638242754600896
17,82833,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,1223,6.60046413729829
18,82834,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,86,0.46413729828916833
19,82835,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0002144,capillary endothelial cell,5469,29.515894003993743
20,82836,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0002319,neural cell,42,0.22667170381564036
21,82837,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",132,0.7123967834205839
22,82838,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0002543,vein endothelial cell,764,4.123266231313076
23,82839,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:1000309,epicardial adipocyte,199,1.0739921204598197
24,82840,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:1000413,endothelial cell of artery,1039,5.607426196772627
