,index,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
0,84573,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D6,eighth decade human stage,European,CL:0000003,native cell,410,8.914981517721243
1,84574,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D6,eighth decade human stage,European,CL:0000057,fibroblast,484,10.524026962383125
2,84575,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D6,eighth decade human stage,European,CL:0000077,mesothelial cell,15,0.32615786040443573
3,84576,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D6,eighth decade human stage,European,CL:0000097,mast cell,6,0.1304631441617743
4,84577,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D6,eighth decade human stage,European,CL:0000115,endothelial cell,526,11.437268971515547
5,84578,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D6,eighth decade human stage,European,CL:0000192,smooth muscle cell,154,3.34855403348554
6,84579,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D6,eighth decade human stage,European,CL:0000235,macrophage,243,5.283757338551859
7,84580,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D6,eighth decade human stage,European,CL:0000236,B cell,156,3.3920417482061316
8,84581,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D6,eighth decade human stage,European,CL:0000451,dendritic cell,13,0.2826701456838443
9,84582,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D6,eighth decade human stage,European,CL:0000576,monocyte,29,0.6305718634485757
10,84583,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D6,eighth decade human stage,European,CL:0000623,natural killer cell,141,3.0658838878016956
11,84584,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D6,eighth decade human stage,European,CL:0000669,pericyte,202,4.392259186779734
12,84585,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D6,eighth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",191,4.153076755816482
13,84586,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D6,eighth decade human stage,European,CL:0000814,mature NK T cell,62,1.3481191563383343
14,84587,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D6,eighth decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",59,1.2828875842574472
