,index,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
0,83555,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0000003,native cell,248,9.246830723340791
1,83556,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0000057,fibroblast,164,6.114839671886651
2,83557,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0000097,mast cell,50,1.864280387770321
3,83558,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0000115,endothelial cell,14,0.5219985085756897
4,83559,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0000192,smooth muscle cell,111,4.138702460850112
5,83560,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0000235,macrophage,50,1.864280387770321
6,83561,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0000236,B cell,1,0.03728560775540641
7,83562,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0000451,dendritic cell,3,0.11185682326621924
8,83563,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0000576,monocyte,12,0.44742729306487694
9,83564,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0000623,natural killer cell,58,2.162565249813572
10,83565,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0000669,pericyte,284,10.58911260253542
11,83566,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",18,0.6711409395973155
12,83567,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0000814,mature NK T cell,25,0.9321401938851605
13,83568,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",1,0.03728560775540641
14,83569,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",36,1.342281879194631
15,83570,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",4,0.14914243102162564
16,83571,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0001054,CD14-positive monocyte,8,0.2982848620432513
17,83572,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,1387,51.71513795674869
18,83573,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,8,0.2982848620432513
19,83574,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0002144,capillary endothelial cell,53,1.97613721103654
20,83575,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0002319,neural cell,10,0.37285607755406414
21,83576,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",31,1.1558538404175989
22,83577,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:0002543,vein endothelial cell,9,0.33557046979865773
23,83578,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:1000309,epicardial adipocyte,81,3.0201342281879198
24,83579,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H6,fifth decade human stage,European,CL:1000413,endothelial cell of artery,16,0.5965697240865026
