,index,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
0,83627,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D3,sixth decade human stage,European,CL:0000003,native cell,125,6.345177664974619
1,83628,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D3,sixth decade human stage,European,CL:0000057,fibroblast,151,7.66497461928934
2,83629,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D3,sixth decade human stage,European,CL:0000097,mast cell,1,0.050761421319796954
3,83630,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D3,sixth decade human stage,European,CL:0000115,endothelial cell,43,2.182741116751269
4,83631,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D3,sixth decade human stage,European,CL:0000192,smooth muscle cell,72,3.654822335025381
5,83632,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D3,sixth decade human stage,European,CL:0000235,macrophage,48,2.4365482233502536
6,83633,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D3,sixth decade human stage,European,CL:0000451,dendritic cell,1,0.050761421319796954
7,83634,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D3,sixth decade human stage,European,CL:0000623,natural killer cell,1,0.050761421319796954
8,83635,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D3,sixth decade human stage,European,CL:0000669,pericyte,269,13.65482233502538
9,83636,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D3,sixth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",1,0.050761421319796954
10,83637,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D3,sixth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",1,0.050761421319796954
11,83638,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D3,sixth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",2,0.10152284263959391
12,83639,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D3,sixth decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,1027,52.131979695431475
13,83640,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D3,sixth decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,4,0.20304568527918782
14,83641,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D3,sixth decade human stage,European,CL:0002144,capillary endothelial cell,144,7.309644670050762
15,83642,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D3,sixth decade human stage,European,CL:0002319,neural cell,3,0.15228426395939085
16,83643,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D3,sixth decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",3,0.15228426395939085
17,83644,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D3,sixth decade human stage,European,CL:0002543,vein endothelial cell,12,0.6091370558375634
18,83645,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D3,sixth decade human stage,European,CL:1000309,epicardial adipocyte,8,0.40609137055837563
19,83646,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D3,sixth decade human stage,European,CL:1000413,endothelial cell of artery,54,2.7411167512690358
