,index,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
0,84093,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0000003,native cell,272,5.3166536356528535
1,84094,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0000057,fibroblast,822,16.067240031274434
2,84095,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0000077,mesothelial cell,42,0.8209538702111024
3,84096,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0000097,mast cell,1,0.019546520719311962
4,84097,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0000115,endothelial cell,26,0.508209538702111
5,84098,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0000192,smooth muscle cell,211,4.124315871774824
6,84099,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0000235,macrophage,118,2.3064894448788116
7,84100,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0000236,B cell,3,0.05863956215793589
8,84101,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0000576,monocyte,13,0.2541047693510555
9,84102,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0000669,pericyte,1245,24.33541829554339
10,84103,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",1,0.019546520719311962
11,84104,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0000814,mature NK T cell,2,0.039093041438623924
12,84105,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",1,0.019546520719311962
13,84106,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",7,0.13682564503518374
14,84107,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",5,0.0977326035965598
15,84108,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0001054,CD14-positive monocyte,11,0.21501172791243156
16,84109,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0002129,regular atrial cardiac myocyte,1700,33.229085222830335
17,84110,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,5,0.0977326035965598
18,84111,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0002144,capillary endothelial cell,253,4.945269741985927
19,84112,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0002319,neural cell,153,2.9906176700547302
20,84113,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",16,0.3127443315089914
21,84114,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:0002543,vein endothelial cell,62,1.2118842845973417
22,84115,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:1000309,epicardial adipocyte,70,1.3682564503518373
23,84116,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D4,eighth decade human stage,European,CL:1000413,endothelial cell of artery,77,1.5050820953870212
