,index,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
0,83189,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D5,eighth decade human stage,European,CL:0000003,native cell,224,3.491816056118472
1,83190,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D5,eighth decade human stage,European,CL:0000057,fibroblast,1272,19.828526890101326
2,83191,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D5,eighth decade human stage,European,CL:0000077,mesothelial cell,8,0.12470771628994544
3,83192,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D5,eighth decade human stage,European,CL:0000097,mast cell,4,0.06235385814497272
4,83193,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D5,eighth decade human stage,European,CL:0000115,endothelial cell,58,0.9041309431021044
5,83194,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D5,eighth decade human stage,European,CL:0000192,smooth muscle cell,87,1.3561964146531567
6,83195,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D5,eighth decade human stage,European,CL:0000235,macrophage,208,3.242400623538581
7,83196,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D5,eighth decade human stage,European,CL:0000236,B cell,17,0.26500389711613404
8,83197,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D5,eighth decade human stage,European,CL:0000451,dendritic cell,1,0.01558846453624318
9,83198,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D5,eighth decade human stage,European,CL:0000576,monocyte,6,0.09353078721745908
