,index,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
0,84409,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0000003,native cell,210,5.580653733723094
1,84410,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0000057,fibroblast,1309,34.78607494020728
2,84411,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0000077,mesothelial cell,22,0.5846399149614669
3,84412,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0000097,mast cell,1,0.026574541589157584
4,84413,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0000115,endothelial cell,268,7.121977145894233
5,84414,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0000192,smooth muscle cell,259,6.882806271591815
6,84415,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0000235,macrophage,127,3.374966781823013
7,84416,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0000236,B cell,2,0.05314908317831517
8,84417,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0000576,monocyte,8,0.21259633271326067
9,84418,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0000623,natural killer cell,10,0.26574541589157585
10,84419,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0000669,pericyte,263,6.989104437948446
11,84420,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",4,0.10629816635663034
12,84421,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0000814,mature NK T cell,7,0.1860217911241031
13,84422,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",5,0.13287270794578793
14,84423,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",14,0.3720435822482062
15,84424,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",28,0.7440871644964124
16,84425,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0001054,CD14-positive monocyte,8,0.21259633271326067
17,84426,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0002129,regular atrial cardiac myocyte,621,16.50279032686686
18,84427,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0002144,capillary endothelial cell,192,5.102311985118257
19,84428,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0002319,neural cell,103,2.7371777836832316
20,84429,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",19,0.5049162901939941
21,84430,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:0002543,vein endothelial cell,189,5.022588360350784
22,84431,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:1000309,epicardial adipocyte,15,0.3986181238373638
23,84432,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,D4,eighth decade human stage,European,CL:1000413,endothelial cell of artery,79,2.099388785543449
