,index,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
0,82905,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:0000003,native cell,369,10.72362685265911
1,82906,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:0000057,fibroblast,194,5.637895960476605
2,82907,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:0000097,mast cell,25,0.7265329845975007
3,82908,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:0000115,endothelial cell,20,0.5812263876780006
4,82909,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:0000192,smooth muscle cell,109,3.1676838128451035
5,82910,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:0000235,macrophage,31,0.9009009009009009
6,82911,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:0000236,B cell,3,0.08718395815170009
7,82912,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:0000451,dendritic cell,2,0.058122638767800064
8,82913,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:0000576,monocyte,4,0.11624527753560013
9,82914,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:0000623,natural killer cell,24,0.6974716652136007
10,82915,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:0000669,pericyte,807,23.45248474280732
11,82916,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",12,0.34873583260680036
12,82917,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:0000814,mature NK T cell,10,0.2906131938390003
13,82918,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",7,0.2034292356873002
14,82919,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",5,0.14530659691950015
15,82920,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,1648,47.89305434466725
16,82921,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:0002144,capillary endothelial cell,90,2.6155187445510024
17,82922,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:0002319,neural cell,34,0.9880848590526009
18,82923,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",5,0.14530659691950015
19,82924,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:0002543,vein endothelial cell,4,0.11624527753560013
20,82925,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:1000309,epicardial adipocyte,10,0.2906131938390003
21,82926,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,H6,fifth decade human stage,European,CL:1000413,endothelial cell of artery,28,0.8137169427492008
