,index,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
0,83337,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D6,eighth decade human stage,European,CL:0000003,native cell,468,3.746697622288048
1,83338,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D6,eighth decade human stage,European,CL:0000057,fibroblast,185,1.481066367784805
2,83339,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D6,eighth decade human stage,European,CL:0000077,mesothelial cell,5,0.04002882075094068
3,83340,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D6,eighth decade human stage,European,CL:0000115,endothelial cell,317,2.537827235609639
4,83341,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D6,eighth decade human stage,European,CL:0000192,smooth muscle cell,548,4.3871587543030985
5,83342,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D6,eighth decade human stage,European,CL:0000235,macrophage,192,1.5371067168361219
6,83343,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D6,eighth decade human stage,European,CL:0000236,B cell,26,0.20814986790489154
7,83344,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D6,eighth decade human stage,European,CL:0000451,dendritic cell,9,0.07205187735169322
8,83345,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D6,eighth decade human stage,European,CL:0000576,monocyte,94,0.7525418301176847
9,83346,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D6,eighth decade human stage,European,CL:0000623,natural killer cell,123,0.9847089904731406
10,83347,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D6,eighth decade human stage,European,CL:0000669,pericyte,1195,9.566888159474821
11,83348,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D6,eighth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",236,1.8893603394444
12,83349,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D6,eighth decade human stage,European,CL:0000814,mature NK T cell,112,0.8966455848210712
