,index,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
0,83941,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000003,native cell,1634,13.451881122911008
1,83942,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000057,fibroblast,141,1.1607804396147197
2,83943,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000077,mesothelial cell,2,0.016464970774676874
3,83944,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000097,mast cell,2,0.016464970774676874
4,83945,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000115,endothelial cell,259,2.1322137153206553
5,83946,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000192,smooth muscle cell,281,2.313328393842101
6,83947,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000235,macrophage,228,1.8770066683131637
7,83948,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000236,B cell,19,0.1564172223594303
8,83949,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000451,dendritic cell,2,0.016464970774676874
9,83950,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000576,monocyte,78,0.6421338602123982
10,83951,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000623,natural killer cell,69,0.5680414917263522
11,83952,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000669,pericyte,1339,11.023297933646168
12,83953,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",25,0.20581213468346093
13,83954,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000814,mature NK T cell,65,0.5351115501769984
