,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Tabula Sapiens - All Cells,mesothelial cell,CL:0000077,female,African American or Afro-Caribbean,38-year-old human stage,1,0.0031607560528478414
1,Tabula Sapiens - All Cells,T cell,CL:0000084,female,African American or Afro-Caribbean,38-year-old human stage,5,0.015803780264239207
2,Tabula Sapiens - All Cells,mast cell,CL:0000097,female,African American or Afro-Caribbean,38-year-old human stage,19,0.060054365004108975
3,Tabula Sapiens - All Cells,mesenchymal stem cell,CL:0000134,female,African American or Afro-Caribbean,38-year-old human stage,771,2.4369429167456857
4,Tabula Sapiens - All Cells,slow muscle cell,CL:0000189,female,African American or Afro-Caribbean,38-year-old human stage,44,0.139073266325305
5,Tabula Sapiens - All Cells,fast muscle cell,CL:0000190,female,African American or Afro-Caribbean,38-year-old human stage,59,0.18648460711802262
6,Tabula Sapiens - All Cells,smooth muscle cell,CL:0000192,female,African American or Afro-Caribbean,38-year-old human stage,15,0.04741134079271762
7,Tabula Sapiens - All Cells,erythrocyte,CL:0000232,female,African American or Afro-Caribbean,38-year-old human stage,1,0.0031607560528478414
8,Tabula Sapiens - All Cells,macrophage,CL:0000235,female,African American or Afro-Caribbean,38-year-old human stage,152,0.4804349200328718
9,Tabula Sapiens - All Cells,tendon cell,CL:0000388,female,African American or Afro-Caribbean,38-year-old human stage,6,0.018964536317087048
10,Tabula Sapiens - All Cells,"CD4-positive, alpha-beta T cell",CL:0000624,female,African American or Afro-Caribbean,38-year-old human stage,70,0.2212529236993489
11,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta T cell",CL:0000625,female,African American or Afro-Caribbean,38-year-old human stage,224,0.7080093558379164
12,Tabula Sapiens - All Cells,pericyte cell,CL:0000669,female,African American or Afro-Caribbean,38-year-old human stage,111,0.3508439218661104
13,Tabula Sapiens - All Cells,endothelial cell of lymphatic vessel,CL:0002138,female,African American or Afro-Caribbean,38-year-old human stage,56,0.1770023389594791
14,Tabula Sapiens - All Cells,endothelial cell of vascular tree,CL:0002139,female,African American or Afro-Caribbean,38-year-old human stage,266,0.8407611100575257
