cell_type,count,percentage
Astro,191,3.69153
Endo,4,0.0773096
L2/3 IT,110,2.12601
L5 IT,2,0.0386548
L5/6 NP,1,0.0193274
L6b,75,1.44956
Lamp5,23,0.444530
Micro-PVM,172,3.32431
Oligo,2463,47.6034
OPC,125,2.41593
Pvalb,72,1.39157
Sncg,48,0.927716
Sst,231,4.46463
Sst Chodl,333,6.43603
Vip,1294,25.0097
VLMC,30,0.579822
