cell_type,count,percentage
Astro,234,3.75602
Endo,1,0.0160514
L2/3 IT,2153,34.5586
L5 ET,5,0.0802568
L5 IT,1097,17.6083
L5/6 NP,60,0.963082
L6 CT,51,0.818620
L6 IT,135,2.16693
L6 IT Car3,60,0.963082
L6b,39,0.626003
Lamp5,193,3.09791
Micro-PVM,96,1.54093
Oligo,481,7.72071
OPC,94,1.50883
Pvalb,431,6.91814
Sncg,103,1.65329
Sst,541,8.68379
Sst Chodl,1,0.0160514
Vip,450,7.22311
VLMC,5,0.0802568
