cell_type,count,percentage
Astro,160,2.00929
Endo,8,0.100465
L2/3 IT,2078,26.0957
L5 ET,99,1.24325
L5 IT,1478,18.5608
L5/6 NP,203,2.54929
L6 CT,347,4.35765
L6 IT,435,5.46277
L6 IT Car3,149,1.87115
L6b,198,2.48650
Lamp5,420,5.27439
Micro-PVM,14,0.175813
Oligo,492,6.17858
OPC,44,0.552556
Pvalb,770,9.66972
Sncg,96,1.20558
Sst,574,7.20834
Sst Chodl,4,0.0502323
Vip,385,4.83486
VLMC,9,0.113023
