cell_type,count,percentage
Astro,145,2.22529
L2/3 IT,1970,30.2333
L5 ET,22,0.337630
L5 IT,1410,21.6390
L5/6 NP,89,1.36587
L6 CT,180,2.76243
L6 IT,297,4.55801
L6 IT Car3,94,1.44260
L6b,106,1.62676
Lamp5,250,3.83671
Micro-PVM,61,0.936157
Oligo,399,6.12339
OPC,61,0.936157
Pvalb,410,6.29220
Sncg,99,1.51934
Sst,492,7.55064
Vip,427,6.55310
VLMC,4,0.0613874
