cell_type,count,percentage
Astro,177,2.51278
Endo,1,0.0141965
L2/3 IT,4982,70.7269
L5/6 NP,247,3.50653
L6 CT,33,0.468484
L6 IT Car3,6,0.0851789
L6b,251,3.56332
Lamp5,50,0.709824
Micro-PVM,57,0.809199
Oligo,372,5.28109
OPC,66,0.936968
Pvalb,123,1.74617
Sncg,9,0.127768
Sst,7,0.0993754
Sst Chodl,57,0.809199
Vip,596,8.46110
VLMC,10,0.141965
