cell_type,count,percentage
Astro,1087,8.19388
Endo,476,3.58812
L2/3 IT,1746,13.1615
L5 IT,7269,54.7942
Micro-PVM,2423,18.2647
Oligo,12,0.0904568
OPC,166,1.25132
VLMC,87,0.655812
