cell_type,count,percentage
Astro,259,4.35148
Endo,5,0.0840054
L2/3 IT,2905,48.8071
L5 IT,979,16.4483
L5/6 NP,19,0.319220
L6 CT,141,2.36895
L6 IT,61,1.02487
L6 IT Car3,46,0.772849
L6b,7,0.117608
Lamp5,68,1.14247
Micro-PVM,71,1.19288
Oligo,382,6.41801
OPC,138,2.31855
Pvalb,375,6.30040
Sncg,31,0.520833
Sst,292,4.90591
Sst Chodl,1,0.0168011
Vip,162,2.72177
VLMC,10,0.168011
