cell_type,count,percentage
Astro,245,4.79640
L2/3 IT,129,2.52545
L6 CT,1,0.0195771
L6b,4,0.0783085
Lamp5,34,0.665623
Micro-PVM,196,3.83712
Oligo,4127,80.7948
OPC,142,2.77995
Pvalb,103,2.01644
Sncg,24,0.469851
Sst Chodl,20,0.391543
Vip,52,1.01801
VLMC,31,0.606891
