cell_type,count,percentage
Astro,566,7.32307
Endo,17,0.219951
L2/3 IT,3292,42.5928
L5 ET,11,0.142321
L5 IT,782,10.1177
L5/6 NP,2,0.0258766
L6 CT,20,0.258766
L6 IT,76,0.983310
L6 IT Car3,1,0.0129383
L6b,62,0.802174
Lamp5,514,6.65028
Micro-PVM,104,1.34558
Oligo,841,10.8811
OPC,261,3.37689
Pvalb,292,3.77798
Sncg,123,1.59141
Sst,196,2.53590
Sst Chodl,16,0.207013
Vip,493,6.37857
VLMC,60,0.776297
