cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,1070,8.13750
Endo L2-5 NOSTRIN SRGN,362,2.75306
Exc L3-5 RORB LNX2,980,7.45304
Exc L3-5 RORB RPRM,7714,58.6661
Micro L1-6 TYROBP CD74,1944,14.7844
Oligo L2-6 OPALIN FTH1P3,14,0.106472
OPC L1-6 PDGFRA COL20A1,126,0.958248
VLMC L1-5 PDGFRA COLEC12,939,7.14123
