cell_type,count,percentage
Astro,385,5.26388
Endo,24,0.328138
L2/3 IT,411,5.61936
L5 ET,80,1.09379
L5 IT,1,0.0136724
L5/6 NP,95,1.29888
L6b,1163,15.9010
Lamp5,99,1.35357
Micro-PVM,301,4.11540
Oligo,536,7.32841
OPC,333,4.55291
Pvalb,136,1.85945
Sncg,28,0.382827
Sst,976,13.3443
Sst Chodl,2123,29.0265
Vip,560,7.65655
VLMC,63,0.861362
