cell_type,count,percentage
Astro,275,2.84267
Endo,45,0.465164
L2/3 IT,3206,33.1404
L5 ET,52,0.537523
L5 IT,1672,17.2834
L5/6 NP,212,2.19144
L6 CT,172,1.77796
L6 IT,384,3.96940
L6 IT Car3,303,3.13211
L6b,128,1.32313
Lamp5,441,4.55861
Micro-PVM,103,1.06471
Oligo,285,2.94604
OPC,121,1.25078
Pvalb,556,5.74736
Sncg,236,2.43953
Sst,833,8.61071
Sst Chodl,10,0.103370
Vip,637,6.58466
VLMC,3,0.0310110
