cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,1403,32.1273
Astro L1-6 FGFR3 PLCG1,21,0.480879
Endo L2-5 NOSTRIN SRGN,701,16.0522
Exc L3-5 RORB LNX2,887,20.3114
Exc L3-5 RORB RPRM,69,1.58003
Micro L1-6 TYROBP CD74,313,7.16739
Oligo L2-6 OPALIN FTH1P3,93,2.12961
OPC L1-6 PDGFRA COL20A1,138,3.16006
VLMC L1-5 PDGFRA COLEC12,742,16.9911
