cell_type,count,percentage
Astro,165,2.35043
Endo,2,0.0284900
L2/3 IT,4776,68.0342
L5 ET,7,0.0997151
L5/6 NP,155,2.20798
L6 CT,405,5.76923
L6b,411,5.85470
Lamp5,131,1.86610
Micro-PVM,67,0.954416
Oligo,382,5.44160
OPC,67,0.954416
Pvalb,161,2.29345
Sncg,35,0.498575
Sst,6,0.0854701
Sst Chodl,34,0.484330
Vip,191,2.72080
VLMC,25,0.356125
