cell_type,count,percentage
Astro,798,5.51410
Endo,23,0.158928
L2/3 IT,12166,84.0658
L5 IT,723,4.99585
Micro-PVM,79,0.545882
Oligo,110,0.760088
OPC,113,0.780818
VLMC,460,3.17855
