cell_type,count,percentage
Astro,197,3.18358
L2/3 IT,3046,49.2243
L5 IT,431,6.96509
L6 CT,88,1.42211
L6 IT,288,4.65417
L6 IT Car3,4,0.0646412
L6b,136,2.19780
Lamp5,377,6.09244
Micro-PVM,44,0.711054
Oligo,322,5.20362
OPC,71,1.14738
Pvalb,353,5.70459
Sncg,213,3.44215
Sst,260,4.20168
Sst Chodl,16,0.258565
Vip,342,5.52683
