cell_type,count,percentage
Astro,167,2.47334
Endo,7,0.103673
L2/3 IT,1774,26.2737
L5 ET,2070,30.6576
L5/6 NP,279,4.13211
L6 CT,36,0.533175
L6b,12,0.177725
Lamp5,354,5.24289
Micro-PVM,150,2.22156
Oligo,532,7.87915
OPC,99,1.46623
Pvalb,393,5.82050
Sncg,127,1.88092
Sst,350,5.18365
Sst Chodl,16,0.236967
Vip,374,5.53910
VLMC,12,0.177725
