cell_type,count,percentage
Astro,351,4.32479
Endo,1,0.0123213
L2/3 IT,2925,36.0399
L5 ET,31,0.381962
L5 IT,1733,21.3529
L5/6 NP,101,1.24446
L6 CT,88,1.08428
L6 IT,232,2.85855
L6 IT Car3,159,1.95909
L6b,83,1.02267
Lamp5,249,3.06801
Micro-PVM,122,1.50320
Oligo,463,5.70478
OPC,90,1.10892
Pvalb,391,4.81764
Sncg,105,1.29374
Sst,585,7.20798
Sst Chodl,4,0.0492854
Vip,387,4.76836
VLMC,16,0.197141
