cell_type,count,percentage
Astro,125,1.96386
Endo,6,0.0942655
L2/3 IT,1805,28.3582
L5 ET,103,1.61822
L5 IT,1290,20.2671
L5/6 NP,228,3.58209
L6 CT,124,1.94815
L6 IT,293,4.60330
L6 IT Car3,66,1.03692
L6b,193,3.03221
Lamp5,294,4.61901
Micro-PVM,58,0.911233
Oligo,122,1.91673
OPC,136,2.13668
Pvalb,494,7.76119
Sncg,136,2.13668
Sst,611,9.59937
Sst Chodl,7,0.109976
Vip,274,4.30479
