cell_type,count,percentage
Astro,193,1.78919
Endo,890,8.25067
L2/3 IT,5993,55.5576
L5 IT,1699,15.7504
Micro-PVM,642,5.95161
OPC,31,0.287383
Vip,1194,11.0689
VLMC,145,1.34421
