cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,695,9.60210
Endo L2-5 NOSTRIN SRGN,134,1.85134
Exc L2 LINC00507 GLRA3,1,0.0138160
Micro L1-6 TYROBP CD74,6066,83.8077
Oligo L2-6 OPALIN FTH1P3,6,0.0828958
VLMC L1-5 PDGFRA COLEC12,336,4.64217
