cell_type,count,percentage
Astro,305,5.99803
Endo,37,0.727630
L2/3 IT,4609,90.6391
Micro-PVM,21,0.412979
Oligo,1,0.0196657
OPC,1,0.0196657
VLMC,111,2.18289
