cell_type,count,percentage
Astro,801,7.22533
Endo,17,0.153347
L2/3 IT,552,4.97925
L5 IT,9165,82.6718
Micro-PVM,103,0.929100
Oligo,3,0.0270612
VLMC,445,4.01407
