cell_type,count,percentage
Astro,743,7.33827
Endo,37,0.365432
L2/3 IT,270,2.66667
L5 IT,8406,83.0222
Micro-PVM,155,1.53086
Oligo,28,0.276543
OPC,133,1.31358
VLMC,353,3.48642
