cell_type,count,percentage
Astro,894,5.24156
Endo,45,0.263837
L2/3 IT,2,0.0117261
L5 IT,15163,88.9013
Micro-PVM,594,3.48265
Oligo,70,0.410413
OPC,166,0.973265
VLMC,122,0.715291
