cell_type,count,percentage
Astro,865,5.04314
Endo,23,0.134095
L2/3 IT,10,0.0583022
L5 IT,15130,88.2113
Micro-PVM,624,3.63806
Oligo,94,0.548041
OPC,111,0.647155
VLMC,295,1.71992
