cell_type,count,percentage
Astro,111,1.78543
Endo,5,0.0804246
L2/3 IT,1811,29.1298
L5 ET,19,0.305614
L5 IT,1385,22.2776
L5/6 NP,91,1.46373
L6 CT,104,1.67283
L6 IT,215,3.45826
L6 IT Car3,85,1.36722
L6b,113,1.81760
Lamp5,212,3.41000
Micro-PVM,114,1.83368
Oligo,503,8.09072
OPC,92,1.47981
Pvalb,341,5.48496
Sncg,106,1.70500
Sst,462,7.43124
Sst Chodl,8,0.128679
Vip,425,6.83609
VLMC,15,0.241274
