cell_type,count,percentage
Astro,95,1.79415
Endo,1,0.0188857
L2/3 IT,1424,26.8933
L5 ET,10,0.188857
L5 IT,1166,22.0208
L5/6 NP,99,1.86969
L6 CT,78,1.47309
L6 IT,179,3.38055
L6 IT Car3,64,1.20869
L6b,89,1.68083
Lamp5,232,4.38149
Micro-PVM,123,2.32295
Oligo,426,8.04533
OPC,82,1.54863
Pvalb,306,5.77904
Sncg,98,1.85080
Sst,382,7.21435
Sst Chodl,1,0.0188857
Vip,433,8.17753
VLMC,7,0.132200
