cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,1424,15.5696
Endo L2-5 NOSTRIN SRGN,67,0.732561
Exc L2 LINC00507 GLRA3,3,0.0328012
Exc L3-5 RORB LNX2,6906,75.5084
Micro L1-6 TYROBP CD74,12,0.131205
VLMC L1-5 PDGFRA COLEC12,734,8.02537
