cell_type,count,percentage
Astro,678,10.4630
Endo,29,0.447531
L2/3 IT,3965,61.1883
L5 IT,104,1.60494
L5/6 NP,73,1.12654
Micro-PVM,155,2.39198
Oligo,436,6.72840
OPC,272,4.19753
Pvalb,105,1.62037
Sst Chodl,1,0.0154321
Vip,559,8.62654
VLMC,103,1.58951
