cell_type,count,percentage
Astro,82,1.61354
L2/3 IT,1347,26.5053
L5 ET,15,0.295159
L5 IT,1355,26.6627
L5/6 NP,83,1.63322
L6 CT,116,2.28257
L6 IT,290,5.70641
L6 IT Car3,51,1.00354
L6b,77,1.51515
Lamp5,188,3.69933
Micro-PVM,33,0.649351
Oligo,256,5.03739
OPC,24,0.472255
Pvalb,286,5.62771
Sncg,60,1.18064
Sst,478,9.40575
Sst Chodl,3,0.0590319
Vip,332,6.53286
VLMC,6,0.118064
