cell_type,count,percentage
Astro,1101,8.65294
Endo,44,0.345803
L2/3 IT,46,0.361522
L5 IT,10955,86.0971
Micro-PVM,182,1.43037
Oligo,33,0.259352
OPC,203,1.59541
VLMC,160,1.25747
