cell_type,count,percentage
Astro,160,2.56410
Endo,23,0.368590
L2/3 IT,1961,31.4263
L5 ET,101,1.61859
L5 IT,750,12.0192
L5/6 NP,94,1.50641
L6 CT,288,4.61538
L6 IT,324,5.19231
L6 IT Car3,272,4.35897
L6b,139,2.22756
Lamp5,370,5.92949
Micro-PVM,38,0.608974
Oligo,46,0.737179
OPC,121,1.93910
Pvalb,398,6.37821
Sncg,183,2.93269
Sst,552,8.84615
Sst Chodl,20,0.320513
Vip,377,6.04167
VLMC,23,0.368590
