cell_type,count,percentage
Astro,771,11.3566
Endo,52,0.765945
L2/3 IT,82,1.20784
L5 IT,4043,59.5522
L5/6 NP,1,0.0147297
Lamp5,1,0.0147297
Micro-PVM,85,1.25203
Oligo,306,4.50729
OPC,324,4.77243
Pvalb,220,3.24054
Sncg,10,0.147297
Sst Chodl,6,0.0883783
Vip,703,10.3550
VLMC,185,2.72500
