cell_type,count,percentage
Astro,414,5.57501
Endo,7,0.0942634
L2/3 IT,1887,25.4107
L5/6 NP,3571,48.0878
L6 CT,381,5.13062
Lamp5,183,2.46431
Micro-PVM,85,1.14463
Oligo,146,1.96607
OPC,126,1.69674
Pvalb,282,3.79747
Sncg,19,0.255858
Sst,8,0.107730
Sst Chodl,215,2.89523
Vip,49,0.659844
VLMC,53,0.713709
