cell_type,count,percentage
Astro,264,3.94324
Endo,2,0.0298730
L2/3 IT,4990,74.5332
L5 ET,85,1.26960
L5/6 NP,227,3.39059
L6 CT,168,2.50934
L6b,154,2.30022
Lamp5,17,0.253921
Micro-PVM,71,1.06049
Oligo,234,3.49515
OPC,114,1.70276
Pvalb,128,1.91187
Sst,10,0.149365
Sst Chodl,33,0.492905
Vip,182,2.71845
VLMC,16,0.238984
