cell_type,count,percentage
Astro,97,1.99424
L2/3 IT,1764,36.2664
L5 ET,8,0.164474
L5 IT,1103,22.6768
L5/6 NP,56,1.15132
L6 CT,45,0.925164
L6 IT,161,3.31003
L6 IT Car3,85,1.74753
L6b,52,1.06908
Lamp5,176,3.61842
Micro-PVM,41,0.842928
Oligo,167,3.43339
OPC,48,0.986842
Pvalb,311,6.39391
Sncg,66,1.35691
Sst,393,8.07977
Sst Chodl,4,0.0822368
Vip,283,5.81826
VLMC,4,0.0822368
