cell_type,count,percentage
Astro,443,8.70334
Endo,39,0.766208
L2/3 IT,1003,19.7053
L5 ET,74,1.45383
L5 IT,1,0.0196464
L5/6 NP,299,5.87426
L6 IT,7,0.137525
L6 IT Car3,2,0.0392927
Lamp5,648,12.7308
Micro-PVM,232,4.55796
Oligo,1260,24.7544
OPC,186,3.65422
Pvalb,122,2.39686
Sncg,155,3.04519
Sst,201,3.94892
Sst Chodl,6,0.117878
Vip,391,7.68173
VLMC,21,0.412574
