cell_type,count,percentage
Astro,651,4.92883
Endo,26,0.196850
L2/3 IT,11500,87.0684
L5 IT,385,2.91490
Micro-PVM,143,1.08268
Oligo,37,0.280133
OPC,168,1.27196
VLMC,298,2.25621
