cell_type,count,percentage
Astro,733,4.34010
Endo,45,0.266446
L2/3 IT,21,0.124341
L5 IT,15056,89.1468
Micro-PVM,213,1.26118
Oligo,10,0.0592101
VLMC,811,4.80194
