cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,33,0.595775
Astro L1-6 FGFR3 PLCG1,1170,21.1229
Endo L2-5 NOSTRIN SRGN,390,7.04098
Exc L3-5 RORB LNX2,2449,44.2138
Exc L3-5 RORB RPRM,1076,19.4259
Micro L1-6 TYROBP CD74,111,2.00397
Oligo L2-6 OPALIN FTH1P3,54,0.974905
OPC L1-6 PDGFRA COL20A1,141,2.54559
VLMC L1-5 PDGFRA COLEC12,115,2.07619
