cell_type,count,percentage
Astro,516,9.00052
Endo,23,0.401186
L2/3 IT,3317,57.8580
L5 ET,7,0.122100
L5 IT,149,2.59899
L5/6 NP,5,0.0872144
L6 CT,55,0.959358
L6 IT,77,1.34310
L6b,96,1.67452
Lamp5,84,1.46520
Micro-PVM,174,3.03506
Oligo,613,10.6925
OPC,368,6.41898
Pvalb,61,1.06402
Sncg,46,0.802372
Sst,59,1.02913
Vip,59,1.02913
VLMC,24,0.418629
