cell_type,count,percentage
Astro,205,3.43211
Endo,2,0.0334840
L2/3 IT,219,3.66650
L5 IT,87,1.45655
L5/6 NP,13,0.217646
L6 CT,1,0.0167420
L6b,1,0.0167420
Lamp5,39,0.652938
Micro-PVM,289,4.83844
Oligo,1064,17.8135
OPC,220,3.68324
Pvalb,1928,32.2786
Sst,81,1.35610
Sst Chodl,159,2.66198
Vip,1636,27.3899
VLMC,29,0.485518
