cell_type,count,percentage
Astro,121,1.80624
L2/3 IT,1931,28.8252
L5 ET,18,0.268697
L5 IT,969,14.4648
L5/6 NP,40,0.597104
L6 CT,357,5.32915
L6 IT,171,2.55262
L6 IT Car3,71,1.05986
L6b,104,1.55247
Lamp5,352,5.25452
Micro-PVM,39,0.582176
Oligo,400,5.97104
OPC,40,0.597104
Pvalb,568,8.47888
Sncg,229,3.41842
Sst,693,10.3448
Sst Chodl,11,0.164204
Vip,575,8.58337
VLMC,10,0.149276
