cell_type,count,percentage
Astro,149,2.55618
Endo,1,0.0171556
L2/3 IT,2126,36.4728
L5 ET,18,0.308801
L5 IT,1158,19.8662
L5/6 NP,70,1.20089
L6 CT,101,1.73272
L6 IT,226,3.87717
L6 IT Car3,98,1.68125
L6b,87,1.49254
Lamp5,234,4.01441
Micro-PVM,61,1.04649
Oligo,239,4.10019
OPC,66,1.13227
Pvalb,325,5.57557
Sncg,92,1.57832
Sst,407,6.98233
Sst Chodl,5,0.0857780
Vip,359,6.15886
VLMC,7,0.120089
