cell_type,count,percentage
Astro,590,8.80334
Endo,111,1.65622
L5 IT,5661,84.4673
Micro-PVM,45,0.671441
OPC,85,1.26828
Sst,7,0.104446
Vip,86,1.28320
VLMC,117,1.74575
