cell_type,count,percentage
Astro,147,2.86997
Endo,16,0.312378
L2/3 IT,1767,34.4982
L5 ET,14,0.273331
L5 IT,1086,21.2027
L5/6 NP,63,1.22999
L6 CT,69,1.34713
L6 IT,175,3.41663
L6 IT Car3,83,1.62046
L6b,52,1.01523
Lamp5,205,4.00234
Micro-PVM,43,0.839516
Oligo,208,4.06091
OPC,74,1.44475
Pvalb,303,5.91566
Sncg,100,1.95236
Sst,393,7.67278
Sst Chodl,6,0.117142
Vip,311,6.07185
VLMC,7,0.136665
