cell_type,count,percentage
Astro,677,8.82775
Endo,149,1.94289
L5 IT,6336,82.6183
Micro-PVM,50,0.651975
Oligo,22,0.286869
OPC,265,3.45547
Vip,96,1.25179
VLMC,74,0.964924
