cell_type,count,percentage
Astro,177,2.21582
L2/3 IT,2335,29.2313
L5 ET,24,0.300451
L5 IT,1856,23.2349
L5/6 NP,131,1.63996
L6 CT,110,1.37707
L6 IT,186,2.32849
L6 IT Car3,99,1.23936
L6b,132,1.65248
Lamp5,292,3.65548
Micro-PVM,91,1.13921
Oligo,344,4.30646
OPC,89,1.11417
Pvalb,552,6.91037
Sncg,148,1.85278
Sst,813,10.1778
Sst Chodl,3,0.0375563
Vip,588,7.36104
VLMC,18,0.225338
