cell_type,count,percentage
Astro,408,2.70647
Endo,167,1.10779
L2/3 IT,1144,7.58872
L5 IT,8333,55.2769
Micro-PVM,334,2.21559
Oligo,104,0.689884
OPC,200,1.32670
VLMC,4385,29.0879
