cell_type,count,percentage
Astro,285,8.91740
Endo,28,0.876095
L2/3 IT,288,9.01126
L5 ET,27,0.844806
L5 IT,105,3.28536
L5/6 NP,111,3.47309
L6 CT,10,0.312891
L6b,28,0.876095
Lamp5,52,1.62703
Micro-PVM,101,3.16020
Oligo,894,27.9725
OPC,57,1.78348
Pvalb,391,12.2340
Sncg,131,4.09887
Sst,242,7.57196
Sst Chodl,269,8.41677
Vip,135,4.22403
VLMC,42,1.31414
